     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.3483795652E+01    0.0000000000E+00
         2    0.4090000000E+02    0.2701974167E+02    0.5203756800E+00
         3    0.1560000000E+01    0.8706697815E+01    0.1154774600E+00
         4    0.4660000000E+01    0.6798589661E+01    0.7328952000E-01
         5    0.6650000000E+01    0.7160317060E+01    0.8128725000E-01
         6    0.1316000000E+02    0.8182688725E+01    0.1038917100E+00
         7    0.2280000000E+01    0.3127619178E+01   -0.7875000000E-02
         8    0.3140000000E+01    0.8492853079E+01    0.1107493900E+00
         9    0.2309000000E+02    0.2268414543E+02    0.4245164000E+00
        10    0.6070000000E+01    0.4787539495E+01    0.2882555000E-01
        11    0.4360000000E+01    0.5981884921E+01    0.5523232000E-01
        12    0.1337000000E+02    0.1237206581E+02    0.1965181100E+00
        13    0.2141000000E+02    0.2211425313E+02    0.4119161800E+00
        14    0.1012000000E+02    0.1406482854E+02    0.2339448000E+00
        15    0.4660000000E+01    0.6714528847E+01    0.7143095000E-01
        16    0.6140000000E+01    0.4536938251E+01    0.2328480000E-01
        17    0.4390000000E+01    0.3820066497E+01    0.7434890000E-02
        18    0.4060000000E+01    0.3911062689E+01    0.9446800000E-02
        19    0.4810000000E+01    0.6763191825E+01    0.7250688000E-01
        20    0.1002000000E+02    0.1880295801E+02    0.3387040200E+00
        21    0.1925000000E+02    0.2867592473E+02    0.5569936000E+00
        22    0.2305000000E+02    0.2735658828E+02    0.5278233000E+00
        23    0.2492000000E+02    0.3144991486E+02    0.6183260400E+00
        24    0.2638000000E+02    0.1725656052E+02    0.3045134400E+00
        25    0.2218000000E+02    0.2267695858E+02    0.4243575000E+00
        26    0.1262000000E+02    0.1520878596E+02    0.2592375000E+00
        27    0.5650000000E+01    0.4859231148E+01    0.3041064000E-01
        28    0.2455000000E+02    0.2791673288E+02    0.5402080000E+00
        29    0.7980000000E+01    0.3456260836E+01   -0.6087900000E-03
        30    0.4200000000E+00    0.1123408053E+01   -0.5218776000E-01
        31    0.3850000000E+02    0.2315638795E+02    0.4349576000E+00
        32    0.1576000000E+02    0.1586315067E+02    0.2737053900E+00
        33    0.2613000000E+02    0.2369676533E+02    0.4469052500E+00
        34    0.1546000000E+02    0.8071361302E+01    0.1014302800E+00
        35    0.2213000000E+02    0.1938528552E+02    0.3515791800E+00
        36    0.9540000000E+01    0.9790917094E+01    0.1394493600E+00
