     Index              y_true              y_pred        descriptor_1
         1    0.2600000000E+01    0.3948154363E+01    0.0000000000E+00
         2    0.4090000000E+02    0.2519134216E+02    0.2479871920E+00
         3    0.1560000000E+01    0.1925303206E+01   -0.2361421379E-01
         4    0.4660000000E+01    0.7447579001E+01    0.4085133070E-01
         5    0.1316000000E+02    0.9654679694E+01    0.6661642342E-01
         6    0.2280000000E+01    0.3948154363E+01    0.0000000000E+00
         7    0.3140000000E+01    0.4777540835E+01    0.9682031918E-02
         8    0.2309000000E+02    0.1436166282E+02    0.1215644632E+00
         9    0.6070000000E+01    0.3948154363E+01    0.0000000000E+00
        10    0.4360000000E+01    0.8863647916E+01    0.5738213376E-01
        11    0.1470000000E+02    0.1560799536E+02    0.1361138100E+00
        12    0.4660000000E+01    0.5211273346E+01    0.1474530719E-01
        13    0.1128000000E+02    0.9019907997E+01    0.5920627141E-01
        14    0.7530000000E+01    0.1095816064E+02    0.8183290513E-01
        15    0.6140000000E+01    0.4936665047E+01    0.1153960466E-01
        16    0.5980000000E+01    0.4977010219E+01    0.1201058321E-01
        17    0.6970000000E+01    0.4892319670E+01    0.1102192880E-01
        18    0.4390000000E+01    0.4467041164E+01    0.6057343284E-02
        19    0.3600000000E+01    0.4828576322E+01    0.1027780630E-01
        20    0.7350000000E+01    0.5203745600E+01    0.1465743034E-01
        21    0.4060000000E+01    0.5146409749E+01    0.1398810722E-01
        22    0.4810000000E+01    0.7875301268E+01    0.4584444402E-01
        23    0.1002000000E+02    0.1966689929E+02    0.1834963497E+00
        24    0.1925000000E+02    0.2563260083E+02    0.2531383256E+00
        25    0.2305000000E+02    0.3094351111E+02    0.3151364466E+00
        26    0.2977000000E+02    0.3478048557E+02    0.3599282420E+00
        27    0.2492000000E+02    0.2336514813E+02    0.2266687000E+00
        28    0.2638000000E+02    0.1754011082E+02    0.1586688000E+00
        29    0.2218000000E+02    0.2400504877E+02    0.2341387259E+00
        30    0.1262000000E+02    0.2185089094E+02    0.2089916737E+00
        31    0.1040000000E+01    0.3948154363E+01    0.0000000000E+00
        32    0.4200000000E+00    0.3948154363E+01    0.0000000000E+00
        33    0.3850000000E+02    0.3353473052E+02    0.3453856367E+00
        34    0.2613000000E+02    0.1966098044E+02    0.1834272546E+00
        35    0.2213000000E+02    0.1628068245E+02    0.1439665760E+00
        36    0.9540000000E+01    0.6891977315E+01    0.3436538784E-01
