     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.6412799473E+01    0.0000000000E+00
         2    0.4090000000E+02    0.2390978208E+02    0.6159667800E+00
         3    0.4660000000E+01    0.6086997176E+01   -0.1146960000E-01
         4    0.6650000000E+01    0.1110125292E+02    0.1650531200E+00
         5    0.1316000000E+02    0.5908743302E+01   -0.1774488000E-01
         6    0.2280000000E+01    0.6481211820E+01    0.2408400000E-02
         7    0.3140000000E+01    0.7361347382E+00   -0.1998422800E+00
         8    0.2309000000E+02    0.1850896023E+02    0.4258353200E+00
         9    0.6070000000E+01    0.5466864989E+01   -0.3330084000E-01
        10    0.1337000000E+02    0.1573048497E+02    0.3280214000E+00
        11    0.2141000000E+02    0.1914933547E+02    0.4483792000E+00
        12    0.1012000000E+02    0.1591414957E+02    0.3344871600E+00
        13    0.1128000000E+02    0.1087728287E+02    0.1571684400E+00
        14    0.6140000000E+01    0.5996757871E+01   -0.1464640000E-01
        15    0.5980000000E+01    0.6198945272E+01   -0.7528560000E-02
        16    0.6970000000E+01    0.5970910934E+01   -0.1555632000E-01
        17    0.4390000000E+01    0.6577229986E+01    0.5788640000E-02
        18    0.3600000000E+01    0.6588307650E+01    0.6178620000E-02
        19    0.7350000000E+01    0.7071902610E+01    0.2320318000E-01
        20    0.4810000000E+01    0.7026593491E+01    0.2160811000E-01
        21    0.1002000000E+02    0.2072302112E+02    0.5037795000E+00
        22    0.1925000000E+02    0.2627585735E+02    0.6992625000E+00
        23    0.2977000000E+02    0.2453520683E+02    0.6379843400E+00
        24    0.3366000000E+02    0.3746527273E+02    0.1093176600E+01
        25    0.2638000000E+02    0.3011925242E+02    0.8345660400E+00
        26    0.2218000000E+02    0.2337466198E+02    0.5971283200E+00
        27    0.1799000000E+02    0.2019136822E+02    0.4850631000E+00
        28    0.1262000000E+02    0.1585189672E+02    0.3322956000E+00
        29    0.7980000000E+01    0.6378214652E+01   -0.1217530000E-02
        30    0.4200000000E+00   -0.2845824272E+01   -0.3259421800E+00
        31    0.3850000000E+02    0.2615028871E+02    0.6948419600E+00
        32    0.2347000000E+02    0.2764425682E+02    0.7474358700E+00
        33    0.1576000000E+02    0.1434744291E+02    0.2793325500E+00
        34    0.2613000000E+02    0.1825171969E+02    0.4167793800E+00
        35    0.2213000000E+02    0.2280452387E+02    0.5770570800E+00
        36    0.9540000000E+01    0.8288192838E+01    0.6602167000E-01
