     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.3200000000E+01    0.4320893366E+01    0.1000000000E+01    0.0000000000E+00
         2    0.1850000000E+02    0.8540139237E+01    0.5285540000E+00   -0.3897654487E-01
         3    0.8872000000E+02    0.6041404431E+02   -0.9839563700E+00   -0.2520733289E-01
         4    0.2045000000E+02    0.2534536764E+02    0.3676785100E+00    0.3359433400E-02
         5    0.2067000000E+02    0.2577264029E+02    0.2278001500E+00   -0.1119063078E-01
         6    0.2078000000E+02    0.1928269988E+02    0.4817460000E-01   -0.5536109296E-01
         7    0.2817000000E+02    0.2977458606E+02    0.6306880400E+00    0.4966410138E-01
         8    0.4537000000E+02    0.3602833485E+02    0.2959579400E+00    0.3378744563E-01
         9    0.4263000000E+02    0.5465308077E+02   -0.4674286000E+00    0.1337485568E-01
        10    0.6056000000E+02    0.5490372767E+02   -0.5245460600E+00    0.7709353740E-02
        11    0.3615000000E+02    0.3272686190E+02   -0.2323469000E+00   -0.3896391460E-01
        12    0.5090000000E+02    0.5398514605E+02   -0.5727260000E+00   -0.1161240955E-02
        13    0.1790000000E+02    0.3202169567E+02    0.9973368000E-01   -0.3301489872E-02
        14    0.4216000000E+02    0.3833345257E+02   -0.1296205000E-01    0.6583545179E-02
        15    0.1464000000E+02    0.3953542205E+02   -0.9761932000E-01    0.1193381640E-02
        16    0.2796000000E+02    0.2683984590E+02    0.2920944600E+00    0.7254855000E-04
        17    0.2551000000E+02    0.2790556530E+02    0.2395362500E+00   -0.2117007760E-02
        18    0.1790000000E+02    0.2358332884E+02    0.2623960200E+00   -0.1513655186E-01
        19    0.3682000000E+02    0.4432881388E+02   -0.1048347400E+01   -0.9085990095E-01
        20    0.5646000000E+02    0.6372136817E+02   -0.8221304600E+00    0.5390923216E-02
        21    0.6900000000E+02    0.6708642236E+02   -0.7120175300E+00    0.3024709834E-01
        22    0.7520000000E+02    0.6928219383E+02   -0.1105639920E+01   -0.7100258010E-02
        23    0.6942000000E+02    0.7096635682E+02   -0.1142148280E+01   -0.5203500692E-02
        24    0.7737000000E+02    0.8145228097E+02   -0.1365500000E+01    0.7061376000E-02
        25    0.6383000000E+02    0.5926955181E+02   -0.7151242200E+00    0.1585739106E-02
        26    0.5774000000E+02    0.5148317917E+02   -0.4442742400E+00    0.4561663232E-02
        27    0.4307000000E+02    0.5018944950E+02   -0.1118535980E+01   -0.7771660512E-01
        28    0.2720000000E+02    0.2356269438E+02    0.5880272100E+00    0.2226227688E-01
        29    0.6276000000E+02    0.6031260132E+02   -0.6252607800E+00    0.1570394053E-01
        30    0.5060000000E+01    0.2031653317E+01    0.3808644400E+00   -0.7953897336E-01
        31    0.5015000000E+02    0.3373827428E+02    0.9710250000E-01    0.2611216125E-02
        32    0.2680000000E+02    0.3036204598E+02    0.8278080000E-02   -0.1983554336E-01
        33    0.9080000000E+02    0.8994508828E+02   -0.8137333800E+00    0.1013098381E+00
        34    0.6660000000E+02    0.7094706378E+02   -0.6563174400E+00    0.5063591456E-01
        35    0.6511000000E+02    0.6755926584E+02   -0.6015403200E+00    0.4467288672E-01
        36    0.4460000000E+02    0.3995486398E+02   -0.3636280000E-01    0.9761507372E-02
