     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.2600000000E+01    0.1394492723E+01    0.1675462500E+00   -0.1301490055E-01
         2    0.4090000000E+02    0.3906127577E+02   -0.8929769700E+00   -0.3882143436E-01
         3    0.4660000000E+01    0.8004137412E+01   -0.1142101500E+00   -0.1010182185E-02
         4    0.6650000000E+01    0.9576290977E+01   -0.1188211600E+00   -0.8940795974E-02
         5    0.1316000000E+02    0.1225993709E+02   -0.2572541500E+00    0.8730593100E-04
         6    0.2280000000E+01    0.4266374915E+01    0.0000000000E+00    0.0000000000E+00
         7    0.6070000000E+01    0.7569672083E+01    0.2160743000E+00   -0.5568269283E-01
         8    0.2141000000E+02    0.1974631331E+02   -0.4489871100E+00   -0.8334115961E-02
         9    0.1012000000E+02    0.1141950236E+02   -0.4318840800E+00    0.3493482629E-01
        10    0.1470000000E+02    0.1458245205E+02   -0.3379031400E+00    0.1133130004E-02
        11    0.4660000000E+01    0.6212229364E+01   -0.1045078000E+00    0.7260406096E-02
        12    0.1128000000E+02    0.9729361772E+01   -0.1846186700E+00    0.1581501660E-02
        13    0.7530000000E+01    0.1143109390E+02   -0.2187634400E+00   -0.1964009223E-02
        14    0.6140000000E+01    0.5791689434E+01   -0.5423154000E-01    0.9055188539E-03
        15    0.5980000000E+01    0.3362184763E+01    0.2998824000E-01   -0.1635231577E-03
        16    0.4390000000E+01    0.3845728164E+01    0.5693850000E-01   -0.7505755650E-02
        17    0.3600000000E+01    0.5415846746E+01    0.2310175000E-01   -0.1037387180E-01
        18    0.7350000000E+01    0.5716409217E+01   -0.1851255600E+00    0.2394635818E-01
        19    0.4060000000E+01    0.6564864380E+01   -0.8880882000E-01    0.2589493487E-02
        20    0.4810000000E+01    0.8813595614E+01   -0.1810756000E+00    0.6052864600E-02
        21    0.1925000000E+02    0.1991639580E+02   -0.2181559800E+00   -0.4917376235E-01
        22    0.3366000000E+02    0.3333567534E+02   -0.8274144400E+00   -0.1836813408E-01
        23    0.2492000000E+02    0.2747028054E+02   -0.7737049100E+00    0.4909812800E-02
        24    0.2638000000E+02    0.2891186002E+02   -0.7916000000E+00    0.0000000000E+00
        25    0.2218000000E+02    0.2611031264E+02   -0.7192821000E+00    0.3053341339E-02
        26    0.1799000000E+02    0.1823798644E+02   -0.4390849200E+00   -0.1672321284E-02
        27    0.2455000000E+02    0.2105044139E+02   -0.5553456200E+00    0.2808594488E-02
        28    0.1040000000E+01    0.4131619366E+01   -0.1213217800E+00    0.2171659862E-01
        29    0.7980000000E+01    0.3241026291E+01   -0.6780740000E-02    0.6863997150E-02
        30    0.3850000000E+02    0.3975466078E+02   -0.1126176700E+01   -0.2365811787E-02
        31    0.2347000000E+02    0.2475168135E+02   -0.6041935000E+00   -0.9295659651E-02
        32    0.1576000000E+02    0.1214596170E+02   -0.2499194600E+00   -0.5476619555E-03
        33    0.2613000000E+02    0.1702868369E+02   -0.4066685400E+00   -0.5617269116E-03
        34    0.1546000000E+02    0.1396418711E+02   -0.4222927500E+00    0.1915071811E-01
        35    0.2213000000E+02    0.1719572003E+02   -0.4103424300E+00   -0.8540287894E-03
        36    0.9540000000E+01    0.9280055492E+01   -0.1843612000E+00    0.4031252305E-02
