     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.2600000000E+01    0.2882351959E+00    0.1750000000E+00   -0.7862400000E-02
         2    0.4090000000E+02    0.2830753328E+02   -0.7963493076E+00    0.3807383398E-01
         3    0.1560000000E+01    0.4469403788E+01    0.4207638304E-01    0.4454858880E-03
         4    0.4660000000E+01    0.2514032016E+01    0.2096714173E+00    0.9299675704E-02
         5    0.3140000000E+01    0.4648788195E+01   -0.5787915482E-01   -0.1058677027E-01
         6    0.6070000000E+01    0.3561957263E+01    0.1316121948E+00    0.5975325200E-02
         7    0.1337000000E+02    0.1170041997E+02   -0.1763290209E+00    0.1620000768E-01
         8    0.1012000000E+02    0.9455442044E+01   -0.1924661469E+00    0.1165662540E-02
         9    0.1470000000E+02    0.1949549016E+02   -0.3809333046E+00    0.3690963140E-01
        10    0.1128000000E+02    0.9504296176E+01   -0.6573240981E-01    0.1676381572E-01
        11    0.7530000000E+01    0.1036561398E+02   -0.1505762758E+00    0.1153205737E-01
        12    0.6140000000E+01    0.3334484742E+01    0.9624461246E-01    0.3760255800E-03
        13    0.5980000000E+01    0.4902261336E+01    0.2453668963E-01    0.8489770380E-03
        14    0.6970000000E+01    0.6374056140E+01    0.1071732750E-02    0.6591780105E-02
        15    0.4390000000E+01    0.5418890147E+01   -0.1361287752E-01   -0.7496051360E-03
        16    0.3600000000E+01    0.6833654503E+01   -0.3475916457E-01    0.4940973750E-02
        17    0.7350000000E+01    0.8596232657E+01   -0.5629607499E-01    0.1261152688E-01
        18    0.4060000000E+01    0.3454689510E+01    0.7638538163E-01   -0.1323000000E-02
        19    0.4810000000E+01    0.8401524228E+01   -0.8152636520E-01    0.8428090440E-02
        20    0.1002000000E+02    0.6985013416E+01   -0.2862058570E+00   -0.2455951286E-01
        21    0.1925000000E+02    0.2115909277E+02   -0.8038495658E+00   -0.4495907424E-02
        22    0.2305000000E+02    0.2372863182E+02   -0.8597993581E+00    0.3719723840E-02
        23    0.2977000000E+02    0.3063511404E+02   -0.9112696088E+00    0.3775376304E-01
        24    0.3366000000E+02    0.3108989683E+02   -0.6780403365E+00    0.6858580750E-01
        25    0.2492000000E+02    0.3164803356E+02   -0.7055234830E+00    0.6851798572E-01
        26    0.2638000000E+02    0.2746039802E+02   -0.1035724800E+01    0.4212373200E-02
        27    0.2218000000E+02    0.2395656658E+02   -0.7748968471E+00    0.1530709246E-01
        28    0.5650000000E+01    0.4709221276E+01    0.1284872452E-01   -0.1688397466E-02
        29    0.2455000000E+02    0.2382561379E+02   -0.7724261079E+00    0.1484239918E-01
        30    0.1040000000E+01    0.3949865476E+01    0.0000000000E+00   -0.7666703520E-02
        31    0.4200000000E+00    0.2689520747E+01    0.1505998769E+00    0.3184785000E-02
        32    0.1576000000E+02    0.1348953667E+02   -0.1924092390E+00    0.2468457600E-01
        33    0.2613000000E+02    0.2418547237E+02   -0.2665022032E+00    0.7807126873E-01
        34    0.1546000000E+02    0.1371238541E+02   -0.3446107500E+00    0.7592690166E-02
        35    0.2213000000E+02    0.2458109777E+02   -0.4989332668E+00    0.5229213300E-01
        36    0.9540000000E+01    0.9707534110E+01   -0.1018911493E+00    0.1357924240E-01
