     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.5167128380E+01    0.0000000000E+00
         2    0.2600000000E+01    0.5167128380E+01    0.0000000000E+00
         3    0.4090000000E+02    0.3095649617E+02    0.7602922800E+00
         4    0.1560000000E+01    0.7383441596E+01    0.6533878000E-01
         5    0.6650000000E+01    0.1230067562E+02    0.2103029800E+00
         6    0.1316000000E+02    0.1365982371E+02    0.2503718100E+00
         7    0.3140000000E+01   -0.1546925081E+01   -0.1979359500E+00
         8    0.2309000000E+02    0.1356688844E+02    0.2476320000E+00
         9    0.6070000000E+01    0.1226245024E+01   -0.1161805600E+00
        10    0.4360000000E+01    0.2492297732E+01   -0.7885626000E-01
        11    0.1012000000E+02    0.1522128216E+02    0.2964049200E+00
        12    0.4660000000E+01    0.5364018278E+01    0.5804480000E-02
        13    0.7530000000E+01    0.9941876655E+01    0.1407636000E+00
        14    0.6140000000E+01    0.5671645854E+01    0.1487360000E-01
        15    0.5980000000E+01    0.4985218719E+01   -0.5362850000E-02
        16    0.6970000000E+01    0.4472446731E+01   -0.2047980000E-01
        17    0.4390000000E+01    0.5129934734E+01   -0.1096500000E-02
        18    0.3600000000E+01    0.4826018721E+01   -0.1005620000E-01
        19    0.7350000000E+01    0.6062828710E+01    0.2640600000E-01
        20    0.4060000000E+01    0.6020686087E+01    0.2516360000E-01
        21    0.1925000000E+02    0.2729119110E+02    0.6522360000E+00
        22    0.2305000000E+02    0.2400266903E+02    0.5552876000E+00
        23    0.2977000000E+02    0.2621265407E+02    0.6204398200E+00
        24    0.3366000000E+02    0.3469386770E+02    0.8704731400E+00
        25    0.2492000000E+02    0.3141161784E+02    0.7737096500E+00
        26    0.2638000000E+02    0.3148911936E+02    0.7759944600E+00
        27    0.2218000000E+02    0.2098818187E+02    0.4664179800E+00
        28    0.1262000000E+02    0.8727067394E+01    0.1049500000E+00
        29    0.5650000000E+01    0.5825672662E+01    0.1941444000E-01
        30    0.2455000000E+02    0.2106289683E+02    0.4686206400E+00
        31    0.1040000000E+01    0.9119514121E+01    0.1165196600E+00
        32    0.4200000000E+00    0.2781245041E+01   -0.7033785000E-01
        33    0.3850000000E+02    0.2950230162E+02    0.7174214000E+00
        34    0.2347000000E+02    0.2504275533E+02    0.5859502200E+00
        35    0.1576000000E+02    0.1008950744E+02    0.1451158800E+00
        36    0.1546000000E+02    0.1280058197E+02    0.2250406400E+00
