     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.1089472340E+02    0.0000000000E+00
         2    0.8872000000E+02    0.6903177201E+02    0.7833114400E+00
         3    0.2045000000E+02    0.1466225194E+02    0.5076192000E-01
         4    0.2067000000E+02    0.2143235377E+02    0.1419791100E+00
         5    0.2078000000E+02    0.2135197396E+02    0.1408961100E+00
         6    0.2548000000E+02    0.2343563013E+02    0.1689703200E+00
         7    0.6524000000E+02    0.5196111498E+02    0.5533093800E+00
         8    0.4537000000E+02    0.2540195033E+02    0.1954636000E+00
         9    0.1845000000E+02    0.3535064311E+02    0.3295076400E+00
        10    0.4263000000E+02    0.4904331456E+02    0.5139963000E+00
        11    0.6056000000E+02    0.5903248968E+02    0.6485857800E+00
        12    0.5090000000E+02    0.5333283018E+02    0.5717912300E+00
        13    0.1790000000E+02    0.2837750842E+02    0.2355548800E+00
        14    0.4216000000E+02    0.3850228122E+02    0.3719713400E+00
        15    0.1464000000E+02    0.4345201195E+02    0.4386617000E+00
        16    0.2796000000E+02    0.2499302714E+02    0.1899539600E+00
        17    0.3120000000E+02    0.2454312955E+02    0.1838922500E+00
        18    0.1790000000E+02    0.2426687016E+02    0.1801700600E+00
        19    0.3007000000E+02    0.2989349091E+02    0.2559805200E+00
        20    0.2622000000E+02    0.3276940179E+02    0.2947292000E+00
        21    0.3682000000E+02    0.7078122556E+02    0.8068827600E+00
        22    0.5646000000E+02    0.7081378495E+02    0.8073214500E+00
        23    0.6900000000E+02    0.7075286625E+02    0.8065006600E+00
        24    0.7520000000E+02    0.6292983273E+02    0.7010967600E+00
        25    0.8285000000E+02    0.6837415088E+02    0.7744509600E+00
        26    0.6383000000E+02    0.6310555946E+02    0.7034644200E+00
        27    0.5774000000E+02    0.5835809417E+02    0.6394992900E+00
        28    0.4307000000E+02    0.6211425822E+02    0.6901080900E+00
        29    0.6276000000E+02    0.6099659071E+02    0.6750491600E+00
        30    0.5060000000E+01    0.1438004979E+02    0.4695966000E-01
        31    0.5015000000E+02    0.5040068238E+02    0.5322848400E+00
        32    0.6660000000E+02    0.5920935643E+02    0.6509688000E+00
        33    0.7420000000E+02    0.5282653610E+02    0.5649696600E+00
        34    0.6511000000E+02    0.4367475828E+02    0.4416628800E+00
        35    0.6029000000E+02    0.5947123429E+02    0.6544972200E+00
        36    0.4460000000E+02    0.3432225063E+02    0.3156515600E+00
