     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.4174236662E+01    0.0000000000E+00
         2    0.4090000000E+02    0.2439480702E+02   -0.7799361500E+00
         3    0.1560000000E+01    0.7880962342E+01   -0.1429736800E+00
         4    0.4660000000E+01    0.6420588904E+01   -0.8664500000E-01
         5    0.6650000000E+01    0.1708688975E+01    0.9509968000E-01
         6    0.2280000000E+01    0.6932420696E+01   -0.1063870800E+00
         7    0.2309000000E+02    0.2114695968E+02   -0.6546620600E+00
         8    0.6070000000E+01    0.9858761087E+00    0.1229796000E+00
         9    0.4360000000E+01    0.1104506841E+02   -0.2650177500E+00
        10    0.1337000000E+02    0.1836958372E+02   -0.5475347200E+00
        11    0.2141000000E+02    0.2043633641E+02   -0.6272523100E+00
        12    0.1470000000E+02    0.1963176586E+02   -0.5962188800E+00
        13    0.4660000000E+01    0.6826662604E+01   -0.1023078400E+00
        14    0.1128000000E+02    0.1043127641E+02   -0.2413429200E+00
        15    0.7530000000E+01    0.1047879372E+02   -0.2431757300E+00
        16    0.6140000000E+01    0.4750866688E+01   -0.2224144000E-01
        17    0.6970000000E+01    0.4084732572E+01    0.3452300000E-02
        18    0.3600000000E+01    0.3520649141E+01    0.2520980000E-01
        19    0.7350000000E+01    0.1435696187E+01    0.1056294000E+00
        20    0.4810000000E+01    0.8438052513E+01   -0.1644614400E+00
        21    0.1002000000E+02    0.2230591125E+02   -0.6993644700E+00
        22    0.1925000000E+02    0.2482488891E+02   -0.7965250200E+00
        23    0.2305000000E+02    0.2241797790E+02   -0.7036870400E+00
        24    0.2977000000E+02    0.3106119311E+02   -0.1037068140E+01
        25    0.3366000000E+02    0.2940954178E+02   -0.9733616000E+00
        26    0.2218000000E+02    0.2039140081E+02   -0.6255190800E+00
        27    0.1799000000E+02    0.1567700992E+02   -0.4436783200E+00
        28    0.1262000000E+02    0.1005364190E+02   -0.2267770200E+00
        29    0.2455000000E+02    0.1798415950E+02   -0.5326683600E+00
        30    0.1040000000E+01    0.5711948447E+01   -0.5931173000E-01
        31    0.7980000000E+01    0.4156245622E+01    0.6939400000E-03
        32    0.2347000000E+02    0.2679959496E+02   -0.8726922400E+00
        33    0.2613000000E+02    0.1784989222E+02   -0.5274894800E+00
        34    0.1546000000E+02    0.1755952050E+02   -0.5162894300E+00
        35    0.2213000000E+02    0.2063309789E+02   -0.6348416800E+00
        36    0.9540000000E+01    0.1039995063E+02   -0.2401346400E+00
