Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample1_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.9780	1.0000
sample2_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2414	0.0000	0.0000	0.0000	0.1816	0.0000	0.4991	0.9425	0.5608	0.9402	1.0000
sample3_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7816	0.0977	0.0000	0.7326	0.3889	0.0000	0.6772	0.1967	0.3635	0.3873	0.4606
sample4_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1207	0.0252	0.0141	0.4535	0.2331	0.0000	0.0963	0.9682	0.9178	0.9816	0.9998
sample5_group1	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.0000	0.0131	0.3605	0.4462	0.0000	0.4503	0.9480	0.8039	1.0000	0.9998
sample6_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7356	0.0326	0.0022	0.4535	0.4147	0.0000	0.5735	0.6513	0.5382	0.8831	0.5231
sample7_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0632	0.0641	0.3947	0.0000	0.1359	0.1867	0.1295	0.9682	0.7795	0.9583	0.2054
sample8_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.0836	0.3083	0.7326	0.0970	0.4000	0.1787	0.7253	0.7336	0.7774	0.0673
sample9_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5575	0.1398	0.2167	0.7326	0.2914	0.4000	0.5157	0.1806	0.5650	0.4739	0.2606
sample10_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3851	0.0336	1.0000	0.7326	0.2331	0.2133	0.5612	0.7075	0.4522	0.7373	0.5615
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5230	0.0709	0.2888	0.7326	0.2849	0.2453	0.5969	0.2725	0.2768	0.4291	0.3611
