     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.6187814943E+01    0.2000000000E+01
         2    0.1850000000E+02    0.1065177376E+02    0.1830806250E+01
         3    0.8872000000E+02    0.7370810561E+02   -0.5591659000E+00
         4    0.2045000000E+02    0.2569390772E+02    0.1260676650E+01
         5    0.2078000000E+02    0.2461407023E+02    0.1301604840E+01
         6    0.2548000000E+02    0.3044223175E+02    0.1080704840E+01
         7    0.2817000000E+02    0.3994461218E+02    0.7205439500E+00
         8    0.6524000000E+02    0.5389332052E+02    0.1918575600E+00
         9    0.1845000000E+02    0.3079064842E+02    0.1067499090E+01
        10    0.4263000000E+02    0.4764110208E+02    0.4288302400E+00
        11    0.6056000000E+02    0.5425247246E+02    0.1782449200E+00
        12    0.3615000000E+02    0.5470498712E+02    0.1610936300E+00
        13    0.1790000000E+02    0.3237368658E+02    0.1007498500E+01
        14    0.1464000000E+02    0.2844837733E+02    0.1156276260E+01
        15    0.2796000000E+02    0.2449844310E+02    0.1305987360E+01
        16    0.3187000000E+02    0.2725847465E+02    0.1201376160E+01
        17    0.3120000000E+02    0.2831213027E+02    0.1161440320E+01
        18    0.2551000000E+02    0.3329089251E+02    0.9727344000E+00
        19    0.3007000000E+02    0.3713336906E+02    0.8270961800E+00
        20    0.2681000000E+02    0.2316833976E+02    0.1356401170E+01
        21    0.2622000000E+02    0.2494502854E+02    0.1289060800E+01
        22    0.3682000000E+02    0.5324319636E+02    0.2164986800E+00
        23    0.5646000000E+02    0.7370931557E+02   -0.5592117600E+00
        24    0.7520000000E+02    0.7311544464E+02   -0.5367027600E+00
        25    0.8285000000E+02    0.7865226694E+02   -0.7465603700E+00
        26    0.6942000000E+02    0.7845352136E+02   -0.7390274800E+00
        27    0.7737000000E+02    0.7507662020E+02   -0.6110355800E+00
        28    0.6383000000E+02    0.6450684747E+02   -0.2104182000E+00
        29    0.5774000000E+02    0.4983228924E+02    0.3457794800E+00
        30    0.2720000000E+02    0.2816099857E+02    0.1167168540E+01
        31    0.6276000000E+02    0.5279886619E+02    0.2333397600E+00
        32    0.5015000000E+02    0.2934138570E+02    0.1122429300E+01
        33    0.5100000000E+02    0.4393743392E+02    0.5692073200E+00
        34    0.7420000000E+02    0.4585533492E+02    0.4965147000E+00
        35    0.6029000000E+02    0.5902146417E+02   -0.2510240000E-02
        36    0.4460000000E+02    0.3274122617E+02    0.9935679500E+00
