     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.1000000000E+00    0.3515122310E+01    0.0000000000E+00    0.0000000000E+00
         2    0.2600000000E+01    0.5196105391E+01   -0.1063205100E+00    0.0000000000E+00
         3    0.4090000000E+02    0.3155728937E+02   -0.1773639210E+01    0.0000000000E+00
         4    0.4660000000E+01    0.9859643969E+01   -0.4063138800E+00   -0.5768635600E-03
         5    0.2280000000E+01    0.2843216995E+01    0.5088720000E-01    0.9623427660E-03
         6    0.3140000000E+01   -0.1595420245E+01    0.4369032000E+00    0.1303789865E-01
         7    0.2309000000E+02    0.2166853845E+02   -0.6944824500E+00    0.5204116382E-01
         8    0.6070000000E+01    0.3434241463E+01   -0.6837530000E-01   -0.8429640000E-02
         9    0.1337000000E+02    0.1748504942E+02   -0.8105396000E+00    0.8378422638E-02
        10    0.1470000000E+02    0.1532206990E+02   -0.5731091200E+00    0.1992033029E-01
        11    0.4660000000E+01    0.5645252116E+01   -0.3780324000E-01    0.1111764141E-01
        12    0.1128000000E+02    0.1136359494E+02   -0.3684480600E+00    0.1467741666E-01
        13    0.7530000000E+01    0.1215634787E+02   -0.5287644000E+00    0.2039941520E-02
        14    0.6140000000E+01    0.4978580169E+01   -0.9670518000E-01   -0.4752063680E-03
        15    0.5980000000E+01    0.3250529881E+01    0.1682424000E-01    0.1021221600E-04
        16    0.6970000000E+01    0.2170390592E+01    0.7169792000E-01   -0.1531863192E-02
        17    0.4390000000E+01    0.3023475987E+01   -0.2374680000E-01   -0.6290657002E-02
        18    0.3600000000E+01    0.3964978052E+01   -0.1049898000E+00   -0.8779018616E-02
        19    0.7350000000E+01    0.9278236407E+01   -0.4190126400E+00   -0.6251480937E-02
        20    0.4060000000E+01    0.5341746565E+01   -0.1155166200E+00    0.1783584000E-05
        21    0.4810000000E+01    0.6916959338E+01   -0.1994198300E+00    0.1805769372E-02
        22    0.1925000000E+02    0.2004477534E+02   -0.1980280400E+00    0.9720586572E-01
        23    0.2305000000E+02    0.2391032132E+02   -0.1968180580E+01   -0.7779217868E-01
        24    0.2977000000E+02    0.2571697897E+02   -0.2188533640E+01   -0.8996031765E-01
        25    0.3366000000E+02    0.3420537431E+02   -0.1829913300E+01    0.1275666857E-01
        26    0.2492000000E+02    0.2806591495E+02   -0.1559809210E+01   -0.8024589810E-03
        27    0.2638000000E+02    0.2856588220E+02   -0.1583200000E+01    0.1417361400E-03
        28    0.2218000000E+02    0.2574013536E+02   -0.1500731100E+01   -0.1089921777E-01
        29    0.1799000000E+02    0.1869094135E+02   -0.1004003910E+01   -0.5063963190E-02
        30    0.1262000000E+02    0.1387579315E+02   -0.6768924800E+00   -0.2476479720E-02
        31    0.5650000000E+01    0.1994809286E+01    0.6654795000E-01   -0.3396398480E-02
        32    0.1040000000E+01    0.4075821613E+01   -0.3850522000E+00   -0.4009889784E-01
        33    0.3850000000E+02    0.3883615819E+02   -0.2299926200E+01   -0.7559597862E-02
        34    0.2347000000E+02    0.2314989108E+02   -0.1313165700E+01   -0.8176736442E-02
        35    0.2613000000E+02    0.2143656047E+02   -0.8595470400E+00    0.3142477131E-01
        36    0.1546000000E+02    0.1206469345E+02   -0.4507674300E+00    0.1032149817E-01
