     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.2549748461E+01    0.0000000000E+00
         2    0.2600000000E+01    0.2549748461E+01    0.0000000000E+00
         3    0.4090000000E+02    0.2532418976E+02    0.1426958280E+01
         4    0.1560000000E+01    0.4703753298E+01    0.1349616000E+00
         5    0.6650000000E+01    0.9196755574E+01    0.4164757200E+00
         6    0.1316000000E+02    0.1270672086E+02    0.6363965500E+00
         7    0.2280000000E+01    0.2549748461E+01    0.0000000000E+00
         8    0.3140000000E+01   -0.1272494510E+01   -0.2394869400E+00
         9    0.6070000000E+01    0.2549748461E+01    0.0000000000E+00
        10    0.1337000000E+02    0.1612227719E+02    0.8504020800E+00
        11    0.2141000000E+02    0.1807607591E+02    0.9728195400E+00
        12    0.1012000000E+02    0.1613630806E+02    0.8512812000E+00
        13    0.1470000000E+02    0.1752833155E+02    0.9385000000E+00
        14    0.4660000000E+01    0.6723187894E+01    0.2614915500E+00
        15    0.1128000000E+02    0.1113035627E+02    0.5376276500E+00
        16    0.6140000000E+01    0.5129674934E+01    0.1616482000E+00
        17    0.6970000000E+01    0.4111858268E+01    0.9787575000E-01
        18    0.3600000000E+01    0.6921354468E+01    0.2739079000E+00
        19    0.7350000000E+01    0.9466183814E+01    0.4333570500E+00
        20    0.1002000000E+02    0.2629348906E+02    0.1487690820E+01
        21    0.1925000000E+02    0.1620480958E+02    0.8555732400E+00
        22    0.2305000000E+02    0.2679392344E+02    0.1519046100E+01
        23    0.2977000000E+02    0.2853141290E+02    0.1627910460E+01
        24    0.3366000000E+02    0.3012885509E+02    0.1728000000E+01
        25    0.2492000000E+02    0.2935159670E+02    0.1679300000E+01
        26    0.2638000000E+02    0.2994371757E+02    0.1716400000E+01
        27    0.2218000000E+02    0.2342300680E+02    0.1307837520E+01
        28    0.1799000000E+02    0.1955867122E+02    0.1065713220E+01
        29    0.5650000000E+01    0.3746651045E+01    0.7499328000E-01
        30    0.2455000000E+02    0.2153468548E+02    0.1189522620E+01
        31    0.4200000000E+00    0.2549748461E+01    0.0000000000E+00
        32    0.3850000000E+02    0.2909498620E+02    0.1663221780E+01
        33    0.2347000000E+02    0.2424275872E+02    0.1359200000E+01
        34    0.1576000000E+02    0.1315474808E+02    0.6644682000E+00
        35    0.1546000000E+02    0.1413361165E+02    0.7258000000E+00
        36    0.2213000000E+02    0.1832980081E+02    0.9887169600E+00
