Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample1_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.9780	1.0000
sample2_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2414	1.0000	0.0000	0.0000	0.0000	0.1777	0.0000	0.4991	0.9358	0.5608	0.9402	1.0000
sample3_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7816	1.0000	0.2569	0.0000	0.7326	0.3805	0.0000	0.6772	0.1024	0.3635	0.3873	0.4727
sample4_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	1.0000	0.0000	0.0131	0.3605	0.4366	0.0000	0.4503	0.9418	0.8039	1.0000	0.9998
sample5_group1	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4885	0.9997	0.1188	0.0046	0.3372	1.0000	0.0000	0.6513	0.8923	0.6514	0.9521	0.9999
sample6_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7356	0.9998	0.0856	0.0022	0.4535	0.4058	0.0000	0.5735	0.6103	0.5382	0.8831	0.5338
sample7_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.9995	0.2196	0.3083	0.7326	0.0949	0.3807	0.1787	0.6931	0.7336	0.7774	0.0882
sample8_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5575	0.9991	0.3674	0.2167	0.7326	0.2851	0.3807	0.5157	0.0843	0.5650	0.4739	0.2771
sample9_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3851	0.9998	0.0884	1.0000	0.7326	0.2280	0.2030	0.5612	0.6731	0.4522	0.7373	0.5713
sample10_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5230	0.9998	0.1865	0.2888	0.7326	0.2787	0.2335	0.5969	0.1871	0.2768	0.4291	0.3754
sample11_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3851	0.9997	0.0704	0.3357	0.7326	0.2724	0.3807	0.5588	0.0000	0.8326	0.1384	0.4205
sample12_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.9993	0.3536	0.3291	0.6395	0.2762	0.3934	0.5295	0.7112	0.5008	0.8666	0.4528
sample13_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9996	0.3273	0.3081	0.6395	0.3738	0.4543	0.5593	0.7055	0.4973	0.8485	0.5324
sample14_group1	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9995	0.2099	0.2325	0.3605	0.2420	0.2589	0.4788	0.8248	0.6468	0.8832	0.6463
sample15_group1	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3391	0.9997	0.1423	0.2190	0.3605	0.3066	0.2995	0.4778	0.8287	0.6613	0.8808	0.4386
sample16_group1	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3563	0.9997	0.1588	0.1691	0.3605	0.3713	0.2589	0.4593	0.8641	0.6923	0.9410	0.4085
sample17_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4368	0.9996	0.2017	0.4680	0.3605	0.2863	0.4365	0.5885	0.7874	0.4610	0.8739	0.3586
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6207	0.9995	0.3052	0.4911	0.3605	0.3966	0.5051	0.7117	0.7981	0.4759	0.8730	0.1965
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.9996	0.3273	0.2705	0.3605	0.5056	0.4365	0.8045	0.7919	0.4297	0.8739	0.1868
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9996	0.1326	0.2178	0.4070	0.2344	0.2284	0.5344	0.8454	0.6197	0.8587	0.6383
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.9998	0.3619	0.0180	0.7326	0.3738	0.0254	0.7533	0.0634	0.0688	0.3637	0.4879
sample22_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7874	0.9998	0.2486	0.1450	0.7326	0.4372	0.2284	0.6994	0.0189	0.3116	0.3266	0.4767
sample23_group1	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7931	0.9997	0.1519	0.0087	1.0000	0.3776	0.0127	0.7197	0.0411	0.3788	0.4151	0.2274
sample24_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8103	0.9998	0.2293	0.0059	1.0000	0.3738	0.0152	0.7433	0.3051	0.0000	0.5868	0.3798
sample25_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7701	0.9997	0.2196	0.2027	0.7326	0.4283	0.1904	0.6603	0.4976	0.4083	0.6175	0.5611
sample26_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7184	0.9993	0.4309	0.1339	0.7326	0.5234	0.1904	0.6455	0.8778	0.5887	0.9326	0.6648
sample27_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7586	0.9997	0.1740	0.0227	0.7326	0.3928	0.0279	0.6282	0.2689	0.2324	0.6537	0.7325
sample28_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3161	0.9994	0.2555	0.5163	0.3372	0.3840	0.8223	0.5307	0.8615	0.6021	0.9108	0.4266
sample29_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7471	0.9961	1.0000	0.0945	0.7326	0.4752	0.2208	0.6533	0.7756	0.4457	0.8560	0.6841
sample30_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2989	0.9995	0.2348	0.2511	0.4070	0.2787	0.2386	0.6422	0.8279	0.3597	0.8472	0.4265
sample31_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5747	0.9995	0.2334	0.2721	0.0000	0.3561	0.5025	0.9518	0.8461	0.0096	0.9110	0.4747
sample32_group1	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6494	0.9997	0.0387	0.2540	0.7326	0.3738	0.3122	0.6369	0.0495	0.1101	0.0000	0.7094
sample33_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.9998	0.2776	0.2758	1.0000	0.2825	0.2284	0.5571	0.2302	0.1288	0.1506	0.3529
sample34_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6264	0.9991	0.4227	0.0913	0.7326	0.3776	0.3198	0.6207	0.3879	0.6101	0.6312	0.4302
sample35_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6897	0.9997	0.1796	0.3127	0.7326	0.5830	0.5838	0.6529	0.3134	0.4415	0.7828	0.4964
sample36_group1	0.0000	0.0000	0.0000	0.3333	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4080	0.9994	0.4144	0.2932	0.6395	0.3409	0.3909	0.5162	0.6687	0.4950	0.8543	0.5703
sample1_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9885	0.9999	0.3550	0.0104	0.3605	0.6144	0.0000	0.9244	0.8287	0.5345	0.8652	0.7055
sample2_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.9995	0.2251	0.3028	0.0000	0.0886	0.2056	0.2628	0.9415	0.6119	0.9485	0.1079
sample3_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1897	0.9996	0.1699	0.1932	0.0000	0.1330	0.1777	0.3863	0.9389	0.5986	0.9418	0.1279
sample4_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.2887	0.1671	0.0000	0.1773	0.4112	0.5061	0.8680	0.1071	0.9167	0.0224
sample5_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3621	0.9995	0.3080	0.5273	0.7326	0.1900	0.4396	0.3476	0.2702	0.4317	0.4110	0.0763
sample6_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.3908	0.9995	0.2279	0.3498	0.7326	0.2725	0.3815	0.6585	0.6688	0.5022	0.7691	0.4186
sample7_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7989	0.9997	0.3191	0.0209	0.7326	0.3681	0.0279	0.8219	0.3937	0.1036	0.4586	0.3805
sample8_group2	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8908	0.9995	0.3895	0.1096	0.7326	0.6005	0.0571	0.8756	0.3216	0.7729	0.1142	0.2000
sample9_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4598	0.9995	0.2707	0.7987	0.3372	0.4283	1.0000	0.6601	0.8253	0.4040	0.8957	0.2287
sample10_group2	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4943	0.9997	0.1215	0.0783	0.7326	0.4220	0.0558	0.5108	0.7110	0.6962	0.7495	0.6315
sample11_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5632	0.9995	0.2887	0.2662	0.0000	0.2661	0.2056	0.7381	0.8759	0.2026	0.9216	0.3960
sample12_group2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7126	0.9997	0.3094	0.1566	0.0000	0.3117	0.1777	0.8598	0.8628	0.1087	0.9132	0.2897
sample13_group2	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5115	0.9997	0.2652	0.2819	0.7326	0.3675	0.4391	0.6113	0.4045	0.2893	0.3314	0.5284
