     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.7576054848E+01    0.0000000000E+00
         2    0.1850000000E+02    0.2224306245E+02   -0.2979000000E+00
         3    0.2045000000E+02    0.2471651961E+02   -0.3481381200E+00
         4    0.2078000000E+02    0.2639809621E+02   -0.3822924400E+00
         5    0.5301000000E+02    0.4164951587E+02   -0.6920623700E+00
         6    0.2817000000E+02    0.2611974999E+02   -0.3766389800E+00
         7    0.6524000000E+02    0.4216351448E+02   -0.7025021400E+00
         8    0.4537000000E+02    0.2748453597E+02   -0.4043590000E+00
         9    0.1845000000E+02    0.1834528081E+02   -0.2187325800E+00
        10    0.4263000000E+02    0.4095362077E+02   -0.6779281200E+00
        11    0.3615000000E+02    0.4149583724E+02   -0.6889410200E+00
        12    0.5090000000E+02    0.6116642679E+02   -0.1088468230E+01
        13    0.1790000000E+02    0.3813906977E+02   -0.6207620800E+00
        14    0.4216000000E+02    0.4866296331E+02   -0.8345117400E+00
        15    0.2796000000E+02    0.3167775220E+02   -0.4895269600E+00
        16    0.3120000000E+02    0.2629659944E+02   -0.3802309500E+00
        17    0.2551000000E+02    0.2478947701E+02   -0.3496199500E+00
        18    0.1790000000E+02    0.1897787244E+02   -0.2315810800E+00
        19    0.3007000000E+02    0.2360054791E+02   -0.3254717400E+00
        20    0.2681000000E+02    0.3176411276E+02   -0.4912810200E+00
        21    0.3682000000E+02    0.5794413790E+02   -0.1023020670E+01
        22    0.6900000000E+02    0.6624910078E+02   -0.1191701870E+01
        23    0.6942000000E+02    0.6776679832E+02   -0.1222527660E+01
        24    0.7737000000E+02    0.7577611391E+02   -0.1385204000E+01
        25    0.5774000000E+02    0.6589084718E+02   -0.1184425420E+01
        26    0.2720000000E+02    0.3626418604E+02   -0.5826815200E+00
        27    0.6276000000E+02    0.7081272567E+02   -0.1284393160E+01
        28    0.5060000000E+01    0.2105515890E+02   -0.2737726200E+00
        29    0.5015000000E+02    0.2466254561E+02   -0.3470418600E+00
        30    0.2680000000E+02    0.3866772258E+02   -0.6314994900E+00
        31    0.9080000000E+02    0.6620399641E+02   -0.1190785760E+01
        32    0.6660000000E+02    0.5896831205E+02   -0.1043822560E+01
        33    0.5100000000E+02    0.4162329201E+02   -0.6915297400E+00
        34    0.6511000000E+02    0.6490648566E+02   -0.1164432160E+01
        35    0.6029000000E+02    0.5596543942E+02   -0.9828315400E+00
        36    0.4460000000E+02    0.4610252770E+02   -0.7825070100E+00
