     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.2206229239E+02    0.0000000000E+00
         2    0.1850000000E+02    0.2206229239E+02    0.0000000000E+00
         3    0.2067000000E+02    0.2851123531E+02   -0.2753987861E-01
         4    0.2078000000E+02    0.2377574238E+02   -0.7317199927E-02
         5    0.5301000000E+02    0.2765607073E+02   -0.2388794229E-01
         6    0.2548000000E+02    0.2235670192E+02   -0.1257260708E-02
         7    0.2817000000E+02    0.2357404433E+02   -0.6455858782E-02
         8    0.4537000000E+02    0.6123542951E+02   -0.1672868646E+00
         9    0.1845000000E+02    0.1441653393E+02    0.3265081774E-01
        10    0.3615000000E+02    0.4880605559E+02   -0.1142078634E+00
        11    0.5090000000E+02    0.5173560198E+02   -0.1267183404E+00
        12    0.1790000000E+02    0.2611907580E+02   -0.1732428462E-01
        13    0.4216000000E+02    0.2937070166E+02   -0.3121018537E-01
        14    0.1464000000E+02    0.3119269926E+02   -0.3899093230E-01
        15    0.2796000000E+02    0.2295205903E+02   -0.3799702616E-02
        16    0.3187000000E+02    0.2292707881E+02   -0.3693025842E-02
        17    0.1790000000E+02    0.2223539988E+02   -0.7392466258E-03
        18    0.2681000000E+02    0.2382103612E+02   -0.7510624510E-02
        19    0.2622000000E+02    0.3170872367E+02   -0.4119458799E-01
        20    0.3682000000E+02    0.5753559697E+02   -0.1514869203E+00
        21    0.5646000000E+02    0.6813999541E+02   -0.1967724577E+00
        22    0.6900000000E+02    0.6990650656E+02   -0.2043162526E+00
        23    0.7520000000E+02    0.7409706081E+02   -0.2222117987E+00
        24    0.6942000000E+02    0.7298749614E+02   -0.2174734599E+00
        25    0.7737000000E+02    0.5899814448E+02   -0.1577326541E+00
        26    0.6383000000E+02    0.5687515056E+02   -0.1486665179E+00
        27    0.5774000000E+02    0.5428930066E+02   -0.1376237791E+00
        28    0.4307000000E+02    0.5763729767E+02   -0.1519212279E+00
        29    0.2720000000E+02    0.2186160727E+02    0.8570154648E-03
        30    0.6276000000E+02    0.5253122190E+02   -0.1301159943E+00
        31    0.5060000000E+01    0.2206229239E+02    0.0000000000E+00
        32    0.2680000000E+02    0.4154465914E+02   -0.8319844385E-01
        33    0.9080000000E+02    0.7590605469E+02   -0.2299370139E+00
        34    0.5100000000E+02    0.3592410180E+02   -0.5919614317E-01
        35    0.7420000000E+02    0.5791582357E+02   -0.1531106584E+00
        36    0.6029000000E+02    0.3842891529E+02   -0.6989282021E-01
