     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.2177867245E+02    0.0000000000E+00
         2    0.1850000000E+02    0.2177867245E+02    0.0000000000E+00
         3    0.8872000000E+02    0.8234113776E+02   -0.2357038503E+00
         4    0.2045000000E+02    0.2832353754E+02   -0.2547204598E-01
         5    0.2067000000E+02    0.2885485275E+02   -0.2753987861E-01
         6    0.2078000000E+02    0.2362271931E+02   -0.7176870065E-02
         7    0.5301000000E+02    0.2782608452E+02   -0.2353600207E-01
         8    0.2817000000E+02    0.2343023578E+02   -0.6427740931E-02
         9    0.6524000000E+02    0.4277707175E+02   -0.8172394470E-01
        10    0.4537000000E+02    0.6482596990E+02   -0.1675363396E+00
        11    0.1845000000E+02    0.1345676202E+02    0.3238815195E-01
        12    0.4263000000E+02    0.3777538257E+02   -0.6225780522E-01
        13    0.3615000000E+02    0.5088501223E+02   -0.1132793442E+00
        14    0.5090000000E+02    0.5414583624E+02   -0.1259701878E+00
        15    0.4216000000E+02    0.2973949977E+02   -0.3098284791E-01
        16    0.1464000000E+02    0.3173082281E+02   -0.3873290407E-01
        17    0.2796000000E+02    0.2274239225E+02   -0.3750713702E-02
        18    0.3187000000E+02    0.2271680213E+02   -0.3651119166E-02
        19    0.1790000000E+02    0.2197743928E+02   -0.7735832177E-03
        20    0.3007000000E+02    0.2140160239E+02    0.1467523874E-02
        21    0.2681000000E+02    0.2368665004E+02   -0.7425682923E-02
        22    0.2622000000E+02    0.3231436065E+02   -0.4100398261E-01
        23    0.3682000000E+02    0.5993740781E+02   -0.1485104809E+00
        24    0.5646000000E+02    0.7169683642E+02   -0.1942771548E+00
        25    0.6900000000E+02    0.7369756685E+02   -0.2020638237E+00
        26    0.7520000000E+02    0.7817012741E+02   -0.2194706406E+00
        27    0.8285000000E+02    0.6720400367E+02   -0.1767914403E+00
        28    0.7737000000E+02    0.6175771067E+02   -0.1555949414E+00
        29    0.6383000000E+02    0.5959799355E+02   -0.1471895101E+00
        30    0.5774000000E+02    0.5705826917E+02   -0.1373051236E+00
        31    0.4307000000E+02    0.6022442447E+02   -0.1496275248E+00
        32    0.5060000000E+01    0.2177867245E+02    0.0000000000E+00
        33    0.9080000000E+02    0.7991291996E+02   -0.2262534377E+00
        34    0.6660000000E+02    0.6142324339E+02   -0.1542932238E+00
        35    0.7420000000E+02    0.6084292819E+02   -0.1520346875E+00
        36    0.6511000000E+02    0.5254637939E+02   -0.1197452408E+00
