     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.5120196913E+01    0.0000000000E+00
         2    0.4090000000E+02    0.2571045851E+02    0.1021118850E+01
         3    0.4660000000E+01    0.8815791686E+01    0.1832731200E+00
         4    0.6650000000E+01    0.6528812994E+01    0.6985654000E-01
         5    0.1316000000E+02    0.7951605061E+01    0.1404161000E+00
         6    0.2309000000E+02    0.1648191574E+02    0.5634540000E+00
         7    0.1337000000E+02    0.1697693069E+02    0.5880029400E+00
         8    0.2141000000E+02    0.1908745625E+02    0.6926688000E+00
         9    0.1012000000E+02    0.1480554489E+02    0.4803188800E+00
        10    0.1470000000E+02    0.1790373971E+02    0.6339655500E+00
        11    0.4660000000E+01    0.8840759665E+01    0.1845113400E+00
        12    0.1128000000E+02    0.1101821495E+02    0.2924964000E+00
        13    0.7530000000E+01    0.1178906817E+02    0.3307248000E+00
        14    0.6140000000E+01    0.6633404995E+01    0.7504350000E-01
        15    0.5980000000E+01    0.6542803064E+01    0.7055034000E-01
        16    0.6970000000E+01    0.6309155194E+01    0.5896320000E-01
        17    0.4390000000E+01    0.4326789190E+01   -0.3934693000E-01
        18    0.3600000000E+01    0.4433933804E+01   -0.3403338000E-01
        19    0.7350000000E+01    0.2948531237E+01   -0.1076979400E+00
        20    0.4060000000E+01    0.7210835528E+01    0.1036796200E+00
        21    0.1002000000E+02    0.2053990513E+02    0.7646991100E+00
        22    0.1925000000E+02    0.2765712887E+02    0.1117658750E+01
        23    0.2305000000E+02    0.3009204316E+02    0.1238411800E+01
        24    0.2977000000E+02    0.2780494308E+02    0.1124989200E+01
        25    0.3366000000E+02    0.3295013932E+02    0.1380151420E+01
        26    0.2492000000E+02    0.2844263012E+02    0.1156613580E+01
        27    0.2638000000E+02    0.1956758059E+02    0.7164792800E+00
        28    0.2218000000E+02    0.2115344710E+02    0.7951260800E+00
        29    0.1799000000E+02    0.1675834442E+02    0.5771627400E+00
        30    0.5650000000E+01    0.5451811160E+01    0.1644552000E-01
        31    0.1040000000E+01    0.7220022271E+00   -0.2181166800E+00
        32    0.7980000000E+01    0.3923977024E+01   -0.5932332000E-01
        33    0.3850000000E+02    0.3482386451E+02    0.1473073800E+01
        34    0.2347000000E+02    0.2710628108E+02    0.1090340930E+01
        35    0.2613000000E+02    0.1900450187E+02    0.6885549000E+00
        36    0.2213000000E+02    0.1680545212E+02    0.5794989200E+00
