     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.3200000000E+01   -0.4596187024E+00    0.1000000000E+01    0.0000000000E+00
         2    0.1850000000E+02    0.2607743142E+02    0.6408006200E+00    0.0000000000E+00
         3    0.8872000000E+02    0.6860865528E+02    0.6296634000E-01   -0.2588308599E-03
         4    0.2067000000E+02    0.1937532257E+02    0.7316342400E+00    0.1395076383E-04
         5    0.2078000000E+02    0.1999895107E+02    0.6836590800E+00   -0.4764372674E-02
         6    0.2548000000E+02    0.2338712029E+02    0.6772160500E+00    0.0000000000E+00
         7    0.2817000000E+02    0.3047214130E+02    0.5130656800E+00   -0.8249042722E-02
         8    0.6524000000E+02    0.5939342943E+02    0.1911673000E+00    0.1600675322E-03
         9    0.4537000000E+02    0.3288456814E+02    0.5486607900E+00    0.0000000000E+00
        10    0.1845000000E+02    0.2908244538E+02    0.4264340400E+00   -0.2099348583E-01
        11    0.4263000000E+02    0.6094457756E+02    0.1719324800E+00    0.3729332534E-03
        12    0.6056000000E+02    0.6673076509E+02    0.1788254600E+00    0.1067239473E-01
        13    0.3615000000E+02    0.4680938462E+02    0.3856362400E+00    0.3077087713E-02
        14    0.5090000000E+02    0.4871510906E+02    0.3833756500E+00    0.5921665200E-02
        15    0.4216000000E+02    0.4961854131E+02    0.4438165800E+00    0.1470498870E-01
        16    0.2796000000E+02    0.3268411034E+02    0.6248648000E+00    0.8882564552E-02
        17    0.3187000000E+02    0.3283753632E+02    0.6035945700E+00    0.6562712921E-02
        18    0.3120000000E+02    0.3284256220E+02    0.6292934800E+00    0.9677074702E-02
        19    0.2551000000E+02    0.2701879125E+02    0.5053379200E+00   -0.1483282757E-01
        20    0.1790000000E+02    0.1056067420E+02    0.5159546000E+00   -0.4047546870E-01
        21    0.3007000000E+02    0.2437693358E+02    0.4980500800E+00   -0.2003582134E-01
        22    0.2681000000E+02    0.3218264348E+02    0.6386235700E+00    0.9725129158E-02
        23    0.3682000000E+02    0.5254229918E+02    0.2315486200E+00   -0.6167780865E-02
        24    0.5646000000E+02    0.7011425482E+02    0.4101636000E-01   -0.4486557448E-03
        25    0.6900000000E+02    0.6790362265E+02    0.8313617000E-01    0.1025578523E-02
        26    0.7520000000E+02    0.5789379886E+02    0.1128755700E+00   -0.1175621471E-01
        27    0.8285000000E+02    0.7605118446E+02   -0.3385024000E-01    0.2154224800E-03
        28    0.7737000000E+02    0.7022661185E+02    0.4626051600E+00    0.5069115854E-01
        29    0.4307000000E+02    0.4711088662E+02    0.2709808800E+00   -0.1028764940E-01
        30    0.5015000000E+02    0.3830529638E+02    0.5698343700E+00    0.1142760926E-01
        31    0.2680000000E+02    0.2662537074E+02    0.6333838400E+00    0.0000000000E+00
        32    0.9080000000E+02    0.9071769863E+02   -0.6707793000E-01    0.2019404633E-01
        33    0.5100000000E+02    0.4911331042E+02    0.3243093400E+00   -0.5660113724E-03
        34    0.6511000000E+02    0.6275716046E+02    0.3583083800E+00    0.2586497621E-01
        35    0.6029000000E+02    0.5399689124E+02    0.3581418200E+00    0.1151285079E-01
        36    0.4460000000E+02    0.5031953851E+02    0.4601639900E+00    0.1782769111E-01
