     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.4221742702E+01    0.0000000000E+00
         2    0.2600000000E+01    0.4221742702E+01    0.0000000000E+00
         3    0.1560000000E+01   -0.1374997335E+01   -0.1443871487E+00
         4    0.6650000000E+01    0.5260020533E+01    0.2678594584E-01
         5    0.1316000000E+02    0.8142320309E+01    0.1011447768E+00
         6    0.3140000000E+01    0.4494720432E+01    0.7042398936E-02
         7    0.2309000000E+02    0.1217690824E+02    0.2052308418E+00
         8    0.6070000000E+01    0.4221742702E+01    0.0000000000E+00
         9    0.4360000000E+01    0.9551815952E+01    0.1375075622E+00
        10    0.1337000000E+02    0.1320625247E+02    0.2317863147E+00
        11    0.1012000000E+02    0.1545675597E+02    0.2898457888E+00
        12    0.1470000000E+02    0.1741260081E+02    0.3403035300E+00
        13    0.4660000000E+01    0.7761062264E+01    0.9130891490E-01
        14    0.1128000000E+02    0.1193017881E+02    0.1988656079E+00
        15    0.6140000000E+01    0.4720338497E+01    0.1286299249E-01
        16    0.6970000000E+01    0.4711106680E+01    0.1262482604E-01
        17    0.4390000000E+01    0.5535789919E+01    0.3390036514E-01
        18    0.3600000000E+01    0.5500003953E+01    0.3297714312E-01
        19    0.7350000000E+01    0.5797262202E+01    0.4064594152E-01
        20    0.4060000000E+01    0.4800152256E+01    0.1492206279E-01
        21    0.1002000000E+02    0.2090217654E+02    0.4303291317E+00
        22    0.2305000000E+02    0.2858979702E+02    0.6286577291E+00
        23    0.2492000000E+02    0.1819662000E+02    0.3605300000E+00
        24    0.2638000000E+02    0.2536832561E+02    0.5455488000E+00
        25    0.1799000000E+02    0.1885624469E+02    0.3775472866E+00
        26    0.5650000000E+01    0.5838506134E+01    0.4170997053E-01
        27    0.2455000000E+02    0.2193049265E+02    0.4568580808E+00
        28    0.1040000000E+01    0.4221742702E+01    0.0000000000E+00
        29    0.7980000000E+01    0.4676623398E+01    0.1173521125E-01
        30    0.4200000000E+00    0.4221742702E+01    0.0000000000E+00
        31    0.3850000000E+02    0.3356076068E+02    0.7569008249E+00
        32    0.2347000000E+02    0.2302987703E+02    0.4852204800E+00
        33    0.1576000000E+02    0.1237168281E+02    0.2102557214E+00
        34    0.1546000000E+02    0.1392630558E+02    0.2503625600E+00
        35    0.2213000000E+02    0.2100984563E+02    0.4331068261E+00
        36    0.9540000000E+01    0.9781736759E+01    0.1434391598E+00
