     Index              y_true              y_pred        descriptor_1        descriptor_2
         1    0.2600000000E+01    0.4508733099E+01    0.0000000000E+00   -0.1009155976E-02
         2    0.4090000000E+02    0.3004180943E+02    0.2367692553E+00   -0.2034735269E-01
         3    0.1560000000E+01    0.4647236379E+01    0.0000000000E+00    0.0000000000E+00
         4    0.4660000000E+01    0.7295242242E+01    0.1322102790E-01    0.7825718670E-02
         5    0.1316000000E+02    0.1259975818E+02    0.2970793955E-01    0.3217431297E-01
         6    0.3140000000E+01    0.4709918259E+01    0.5265210097E-03    0.0000000000E+00
         7    0.2309000000E+02    0.1918359697E+02    0.7273961056E-01    0.4281905218E-01
         8    0.6070000000E+01    0.4606049161E+01    0.0000000000E+00   -0.3000963350E-03
         9    0.1337000000E+02    0.1140623187E+02    0.5676689892E-01    0.6880290687E-05
        10    0.2141000000E+02    0.2370525109E+02    0.1046352733E+00    0.4809788772E-01
        11    0.1012000000E+02    0.1402155436E+02    0.6917882437E-01    0.8296286704E-02
        12    0.1470000000E+02    0.1782095761E+02    0.1031365664E+00    0.6524023815E-02
        13    0.4660000000E+01    0.7340511225E+01    0.1133717567E-01    0.9789628079E-02
        14    0.7530000000E+01    0.1165369716E+02    0.4936187498E-01    0.8233143659E-02
        15    0.5980000000E+01    0.5191525034E+01    0.3182065025E-02    0.1205614178E-02
        16    0.6970000000E+01    0.6075603562E+01    0.3007303535E-02    0.7798734747E-02
        17    0.4390000000E+01    0.5106174575E+01   -0.5032042280E-03    0.3780378023E-02
        18    0.7350000000E+01    0.3909057956E+01   -0.3646450290E-02   -0.2215512000E-02
        19    0.4810000000E+01    0.7785861741E+01    0.2218454958E-01    0.3625396530E-02
        20    0.1002000000E+02    0.8838823574E+01    0.1505865831E+00   -0.1000798016E+00
        21    0.2977000000E+02    0.3337130865E+02    0.3351226276E+00   -0.8140083671E-01
        22    0.3366000000E+02    0.3112474406E+02    0.1475294208E+00    0.6495061973E-01
        23    0.2492000000E+02    0.2730266738E+02    0.2211627443E+00   -0.2676791103E-01
        24    0.2218000000E+02    0.2864882831E+02    0.2045128783E+00   -0.2517313472E-02
        25    0.1262000000E+02    0.1205312788E+02    0.1495974835E+00   -0.7580193626E-01
        26    0.5650000000E+01    0.4924717756E+01    0.9194813478E-03    0.1224203999E-02
        27    0.2455000000E+02    0.2260951846E+02    0.1496975094E+00    0.1026768172E-02
        28    0.1040000000E+01   -0.1400919044E+01    0.0000000000E+00   -0.4406778064E-01
        29    0.7980000000E+01    0.4398451053E+01   -0.6751969361E-03   -0.1227015006E-02
        30    0.4200000000E+00    0.3948045421E+01    0.0000000000E+00   -0.5094411703E-02
        31    0.3850000000E+02    0.4012855485E+02    0.2584791710E+00    0.3431480601E-01
        32    0.2347000000E+02    0.1868509026E+02    0.1064840562E+00    0.9916578897E-02
        33    0.1576000000E+02    0.1464511786E+02    0.5610060681E-01    0.2418384501E-01
        34    0.2613000000E+02    0.2612371369E+02    0.1317567952E+00    0.4219368842E-01
        35    0.1546000000E+02    0.1105148429E+02    0.5181260725E-01    0.1719538811E-02
        36    0.2213000000E+02    0.2266795564E+02    0.1070358653E+00    0.3845769713E-01
