     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.3545059786E+01    0.0000000000E+00
         2    0.2600000000E+01    0.3545059786E+01    0.0000000000E+00
         3    0.1560000000E+01    0.4325667380E+01    0.3745109573E-01
         4    0.4660000000E+01    0.4998878908E+01    0.6974966617E-01
         5    0.6650000000E+01    0.5213046695E+01    0.8002476259E-01
         6    0.1316000000E+02    0.7018999348E+01    0.1666686874E+00
         7    0.2280000000E+01    0.3545059786E+01    0.0000000000E+00
         8    0.2309000000E+02    0.2107696555E+02    0.8411256644E+00
         9    0.6070000000E+01    0.3545059786E+01    0.0000000000E+00
        10    0.4360000000E+01    0.9419841127E+01    0.2818535203E+00
        11    0.1337000000E+02    0.1716978310E+02    0.6536713463E+00
        12    0.2141000000E+02    0.1943386043E+02    0.7622946516E+00
        13    0.4660000000E+01    0.6594737562E+01    0.1463139421E+00
        14    0.7530000000E+01    0.1159641919E+02    0.3862788861E+00
        15    0.6140000000E+01    0.4643365998E+01    0.5269327560E-01
        16    0.5980000000E+01    0.3686175339E+01    0.6770280125E-02
        17    0.3600000000E+01    0.4994707338E+01    0.6954952739E-01
        18    0.7350000000E+01    0.6713791765E+01    0.1520257881E+00
        19    0.4060000000E+01    0.4591362292E+01    0.5019830145E-01
        20    0.1002000000E+02    0.1961375088E+02    0.7709252291E+00
        21    0.1925000000E+02    0.2709962988E+02    0.1130074145E+01
        22    0.2305000000E+02    0.1550111195E+02    0.5736137561E+00
        23    0.3366000000E+02    0.2574307498E+02    0.1064990910E+01
        24    0.2492000000E+02    0.2720669662E+02    0.1135210870E+01
        25    0.2638000000E+02    0.2570240308E+02    0.1063039600E+01
        26    0.2218000000E+02    0.1948170427E+02    0.7645900486E+00
        27    0.1262000000E+02    0.1970992979E+02    0.7755395908E+00
        28    0.2455000000E+02    0.1743290652E+02    0.6662951799E+00
        29    0.1040000000E+01    0.5484667790E+01    0.9305628790E-01
        30    0.7980000000E+01    0.3273111914E+01   -0.1304720307E-01
        31    0.3850000000E+02    0.3073025418E+02    0.1304260073E+01
        32    0.1576000000E+02    0.1554295321E+02    0.5756211680E+00
        33    0.2613000000E+02    0.1882262795E+02    0.7329696407E+00
        34    0.1546000000E+02    0.1461688292E+02    0.5311912300E+00
        35    0.2213000000E+02    0.2987198828E+02    0.1263083176E+01
        36    0.9540000000E+01    0.1030846462E+02    0.3244868788E+00
