     Index              y_true              y_pred        descriptor_1
         1    0.1000000000E+00    0.4213233312E+01    0.0000000000E+00
         2    0.2600000000E+01    0.4213233312E+01    0.0000000000E+00
         3    0.4090000000E+02    0.2668053036E+02    0.1444085347E+00
         4    0.1560000000E+01    0.2038754006E+01   -0.1397646409E-01
         5    0.4660000000E+01    0.4634536146E+01    0.2707923647E-02
         6    0.6650000000E+01    0.3452724581E+01   -0.4888169294E-02
         7    0.3140000000E+01    0.5244134745E+01    0.6626118174E-02
         8    0.6070000000E+01    0.4213233312E+01    0.0000000000E+00
         9    0.1337000000E+02    0.1342015745E+02    0.5917749789E-01
        10    0.2141000000E+02    0.1641199840E+02    0.7840755331E-01
        11    0.1012000000E+02    0.1821011549E+02    0.8996494958E-01
        12    0.1470000000E+02    0.2029532386E+02    0.1033676248E+00
        13    0.4660000000E+01    0.6333536542E+01    0.1362824740E-01
        14    0.1128000000E+02    0.7840501881E+01    0.2331426597E-01
        15    0.7530000000E+01    0.7897409614E+01    0.2368004038E-01
        16    0.6140000000E+01    0.4785674948E+01    0.3679368182E-02
        17    0.4390000000E+01    0.3943641692E+01   -0.1732799935E-02
        18    0.3600000000E+01    0.4060132487E+01   -0.9840554354E-03
        19    0.1002000000E+02    0.1921352186E+02    0.9641434323E-01
        20    0.1925000000E+02    0.2520680567E+02    0.1349361704E+00
        21    0.2305000000E+02    0.2811728396E+02    0.1536432674E+00
        22    0.2977000000E+02    0.3354621758E+02    0.1885377341E+00
        23    0.2492000000E+02    0.2517636987E+02    0.1347405443E+00
        24    0.2638000000E+02    0.1967156304E+02    0.9935840256E-01
        25    0.2218000000E+02    0.2177998230E+02    0.1129102658E+00
        26    0.1799000000E+02    0.1494463893E+02    0.6897610149E-01
        27    0.1262000000E+02    0.1837107864E+02    0.9099954007E-01
        28    0.5650000000E+01    0.4217158790E+01    0.2523100349E-04
        29    0.2455000000E+02    0.1547610312E+02    0.7239208714E-01
        30    0.1040000000E+01    0.4213233312E+01    0.0000000000E+00
        31    0.7980000000E+01    0.4015561243E+01   -0.1270537077E-02
        32    0.4200000000E+00    0.4213233312E+01    0.0000000000E+00
        33    0.3850000000E+02    0.3343116246E+02    0.1877982174E+00
        34    0.2347000000E+02    0.2239739134E+02    0.1168786619E+00
        35    0.1546000000E+02    0.1697826476E+02    0.8204722994E-01
        36    0.9540000000E+01    0.6811557695E+01    0.1670072800E-01
