     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01   -0.1548072119E+01   -0.9780000000E+00
         2    0.1850000000E+02    0.1233951555E+02   -0.5406700000E+00
         3    0.8872000000E+02    0.7390319835E+02    0.1398014100E+01
         4    0.2067000000E+02    0.2172892840E+02   -0.2449907200E+00
         5    0.2078000000E+02    0.3304011435E+02    0.1112065600E+00
         6    0.5301000000E+02    0.3136889006E+02    0.5857852000E-01
         7    0.2548000000E+02    0.3659562831E+02    0.2231722200E+00
         8    0.4537000000E+02    0.2963768396E+02    0.4061610000E-02
         9    0.1845000000E+02    0.2860602256E+02   -0.2842614000E-01
        10    0.4263000000E+02    0.4703762682E+02    0.5519981700E+00
        11    0.3615000000E+02    0.4564664804E+02    0.5081952600E+00
        12    0.5090000000E+02    0.4962405530E+02    0.6334466400E+00
        13    0.1790000000E+02    0.3419099726E+02    0.1474486800E+00
        14    0.4216000000E+02    0.3829962608E+02    0.2768323200E+00
        15    0.1464000000E+02    0.4085905612E+02    0.3574305900E+00
        16    0.2796000000E+02    0.2906835923E+02   -0.1386683000E-01
        17    0.3187000000E+02    0.2921111244E+02   -0.9371430000E-02
        18    0.2551000000E+02    0.3046116967E+02    0.2999376000E-01
        19    0.3007000000E+02    0.3719503937E+02    0.2420481000E+00
        20    0.2681000000E+02    0.3197785823E+02    0.7775536000E-01
        21    0.2622000000E+02    0.3620782315E+02    0.2109599600E+00
        22    0.5646000000E+02    0.7262193097E+02    0.1357666080E+01
        23    0.6900000000E+02    0.7477170782E+02    0.1425364080E+01
        24    0.7520000000E+02    0.7626669347E+02    0.1472442240E+01
        25    0.6942000000E+02    0.7324246063E+02    0.1377207000E+01
        26    0.6383000000E+02    0.6070420677E+02    0.9823684800E+00
        27    0.5774000000E+02    0.4996044403E+02    0.6440397600E+00
        28    0.4307000000E+02    0.5511269111E+02    0.8062876800E+00
        29    0.2720000000E+02    0.2942102451E+02   -0.2761150000E-02
        30    0.5015000000E+02    0.3260112457E+02    0.9738246000E-01
        31    0.2680000000E+02    0.3175923312E+02    0.7087070000E-01
        32    0.9080000000E+02    0.8273940234E+02    0.1676272440E+01
        33    0.7420000000E+02    0.5311576632E+02    0.7434031000E+00
        34    0.6511000000E+02    0.4828058862E+02    0.5911399200E+00
        35    0.6029000000E+02    0.4818361240E+02    0.5880860700E+00
        36    0.4460000000E+02    0.3663783219E+02    0.2245012500E+00
