     Index              y_true              y_pred        descriptor_1
         1    0.1850000000E+02    0.1757584080E+02   -0.7318000000E+00
         2    0.8872000000E+02    0.8834564975E+02    0.4073414800E+00
         3    0.2067000000E+02    0.2961624885E+02   -0.5379923800E+00
         4    0.2078000000E+02    0.1880813867E+02   -0.7119644000E+00
         5    0.5301000000E+02    0.7195184363E+02    0.1434596800E+00
         6    0.2548000000E+02    0.3191303164E+02   -0.5010223700E+00
         7    0.4537000000E+02    0.3953304291E+02   -0.3783673700E+00
         8    0.6056000000E+02    0.6183842153E+02   -0.1933034000E-01
         9    0.3615000000E+02    0.3562588593E+02   -0.4412586600E+00
        10    0.5090000000E+02    0.5566222146E+02   -0.1187451300E+00
        11    0.1790000000E+02    0.2937434308E+02   -0.5418862000E+00
        12    0.4216000000E+02    0.3025358136E+02   -0.5277336000E+00
        13    0.1464000000E+02    0.3689308471E+02   -0.4208612800E+00
        14    0.2796000000E+02    0.2080561353E+02   -0.6798121800E+00
        15    0.3187000000E+02    0.2534454713E+02   -0.6067515400E+00
        16    0.2551000000E+02    0.3128618157E+02   -0.5111124200E+00
        17    0.1790000000E+02    0.3261775299E+02   -0.4896788700E+00
        18    0.3007000000E+02    0.4214390025E+02   -0.3363418800E+00
        19    0.2681000000E+02    0.2338801675E+02   -0.6382447000E+00
        20    0.2622000000E+02    0.3567127922E+02   -0.4405279900E+00
        21    0.5646000000E+02    0.5835930846E+02   -0.7533165000E-01
        22    0.8285000000E+02    0.7111440591E+02    0.1299799200E+00
        23    0.6942000000E+02    0.7595337120E+02    0.2078700000E+00
        24    0.7737000000E+02    0.7934743996E+02    0.2625024000E+00
        25    0.6383000000E+02    0.6861094193E+02    0.8968308000E-01
        26    0.5774000000E+02    0.4795605134E+02   -0.2427869800E+00
        27    0.6276000000E+02    0.5573972186E+02   -0.1174976500E+00
        28    0.5060000000E+01    0.1928429386E+02   -0.7043000000E+00
        29    0.5015000000E+02    0.3802361469E+02   -0.4026637800E+00
        30    0.9080000000E+02    0.9124541893E+02    0.4540174200E+00
        31    0.6660000000E+02    0.6711501235E+02    0.6560395000E-01
        32    0.5100000000E+02    0.4336250689E+02   -0.3167266600E+00
        33    0.7420000000E+02    0.4865532242E+02   -0.2315312100E+00
        34    0.6511000000E+02    0.4945877559E+02   -0.2185984800E+00
        35    0.6029000000E+02    0.5543033343E+02   -0.1224777000E+00
        36    0.4460000000E+02    0.3111485541E+02   -0.5138701600E+00
