Materials	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27
sample1_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1902	1.0000	0.0000	0.0000	0.0000	0.0978	0.0000	0.4457	0.9735	0.6069	0.9410	1.0000
sample2_group1	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0613	0.9997	0.0252	0.0141	0.4535	0.1530	0.0000	0.0000	1.0000	1.0000	0.9819	0.9998
sample3_group1	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3497	1.0000	0.0000	0.0130	0.3605	0.3818	0.0000	0.3918	0.9791	0.8746	1.0000	0.9998
sample4_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4540	0.9997	0.0452	0.0046	0.3372	1.0000	0.0000	0.6142	0.9333	0.7066	0.9528	0.9999
sample5_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7178	0.9998	0.0326	0.0022	0.4535	0.3480	0.0000	0.5281	0.6727	0.5821	0.8847	0.5369
sample6_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9996	0.0641	0.3947	0.0000	0.0487	0.1777	0.0367	1.0000	0.8476	0.9588	0.2284
sample7_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1350	0.9995	0.0836	0.3083	0.7326	0.0070	0.3807	0.0912	0.7492	0.7971	0.7804	0.0944
sample8_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5276	0.9991	0.1398	0.2167	0.7326	0.2156	0.3807	0.4641	0.1865	0.6115	0.4810	0.2820
sample9_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3681	0.9955	0.8692	0.9796	0.0000	0.1460	0.1777	0.5807	0.9397	0.3476	0.9297	0.5620
sample10_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3436	0.9998	0.0336	1.0000	0.7326	0.1530	0.2030	0.5145	0.7307	0.4874	0.7409	0.5742
sample11_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4908	0.9998	0.0709	0.2888	0.7326	0.2086	0.2335	0.5540	0.2815	0.2942	0.4368	0.3796
sample12_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6319	0.9998	0.0578	0.9532	0.7326	0.2643	0.2030	0.5963	0.1676	0.5951	0.4810	0.2762
sample13_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3436	0.9997	0.0268	0.3357	0.7326	0.2017	0.3807	0.5119	0.1086	0.9061	0.1500	0.4244
sample14_group1	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5153	0.9996	0.0972	0.2697	1.0000	0.2017	0.2208	0.6256	0.5706	0.4133	0.7115	0.3801
sample15_group1	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3190	0.9993	0.1345	0.3291	0.6395	0.2058	0.3934	0.4794	0.7659	0.5408	0.8684	0.4564
sample16_group1	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4601	0.9996	0.1245	0.3081	0.6395	0.3129	0.4543	0.5124	0.7607	0.5370	0.8506	0.5356
sample17_group1	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5767	0.9985	0.2317	0.2549	0.6395	0.4214	0.3934	0.5566	0.8214	0.5332	0.8632	0.5005
sample18_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9995	0.0799	0.2325	0.3605	0.1683	0.2589	0.4233	0.8709	0.7016	0.8848	0.6486
sample19_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2945	0.9997	0.0541	0.2190	0.3605	0.2392	0.2995	0.4222	0.8746	0.7176	0.8824	0.4424
sample20_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3988	0.9996	0.0767	0.4679	0.3605	0.2170	0.4365	0.5446	0.8364	0.4971	0.8756	0.3630
sample21_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5951	0.9995	0.1161	0.4910	0.3605	0.3380	0.5051	0.6810	0.8462	0.5135	0.8747	0.2019
sample22_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.2515	0.9996	0.0504	0.2178	0.4070	0.1599	0.2284	0.4848	0.8900	0.6717	0.8606	0.6407
sample23_group1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7853	0.9998	0.1377	0.0180	0.7326	0.3129	0.0254	0.7270	0.1672	0.0652	0.3723	0.4913
sample24_group1	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7730	0.9998	0.0946	0.1450	0.7326	0.3825	0.2284	0.6674	0.1261	0.3325	0.3357	0.4803
