               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2200000000E-01   -0.1000000000E+01
                   2                 YES   -0.2296000000E+00    0.2166000000E+00
                   3                 YES   -0.1500000000E-01   -0.9035000000E+00
                   4                 YES   -0.5460000000E-01   -0.5495000000E+00
                   5                 YES   -0.1053200000E+01   -0.3486000000E+00
                   6                 YES   -0.2488000000E+00    0.5040000000E-01
                   7                  NO    0.8300000000E-02   -0.7590000000E-01
                   8                  NO   -0.6540000000E-01    0.1114000000E+00
                   9                 YES   -0.3331000000E+00    0.2551000000E+00
                  10                  NO   -0.2340000000E-01    0.7200000000E-01
                  11                  NO   -0.4400000000E-01   -0.3000000000E-03
                  12                 YES   -0.1919000000E+00    0.2358000000E+00
                  13                 YES   -0.3523000000E+00    0.3805000000E+00
                  14                 YES   -0.7670000000E-01    0.1516000000E+00
                  15                 YES   -0.1376000000E+00   -0.4107000000E+00
                  16                 YES   -0.4760000000E-01   -0.1594000000E+00
                  17                  NO   -0.7340000000E-01    0.2446000000E+00
                  18                 YES   -0.3700000000E-02   -0.1095600000E+01
                  19                 YES   -0.7450000000E-01   -0.7890000000E-01
                  20                 YES   -0.2425000000E+00    0.2772000000E+00
                  21                 YES   -0.2472000000E+00    0.2346000000E+00
                  22                 YES   -0.3654000000E+00    0.2546000000E+00
                  23                 YES   -0.3149000000E+00    0.5100000000E+00
                  24                 YES   -0.2388000000E+00    0.3777000000E+00
                  25                 YES   -0.8890000000E-01   -0.3907000000E+00
                  26                 YES   -0.3397000000E+00   -0.9810000000E-01
                  27                 YES   -0.2907000000E+00    0.1173000000E+00
                  28                 YES   -0.6650000000E-01   -0.1023500000E+01
                  29                 YES   -0.8700000000E-02   -0.7712000000E+00
                  30                 YES   -0.1055400000E+01    0.4891000000E+00
                  31                 YES    0.1081000000E+00   -0.6590000000E-01
                  32                 YES   -0.1964000000E+00   -0.2667000000E+00
                  33                 YES   -0.2055000000E+00   -0.2965000000E+00
                  34                 YES   -0.9410000000E-01    0.3500000000E-02
                  35                 YES   -0.6770000000E+00   -0.3320000000E+00
                  36                 YES   -0.1652000000E+00   -0.5443000000E+00
                  37                 YES   -0.5430000000E-01    0.7569000000E+00
                  38                 YES   -0.2600000000E-01    0.2257000000E+00
                  39                 YES   -0.3400000000E-02    0.1753000000E+00
                  40                 YES    0.9000000000E-03    0.2783000000E+00
                  41                 YES   -0.3400000000E-02    0.1753000000E+00
                  42                 YES   -0.4050000000E-01    0.5061000000E+00
                  43                 YES   -0.9570000000E-01    0.2925000000E+00
                  44                 YES   -0.7980000000E-01    0.2532000000E+00
                  45                 YES   -0.2750000000E-01    0.4556000000E+00
                  46                 YES    0.2493000000E+00    0.6939000000E+00
                  47                  NO   -0.2070000000E-01   -0.1123000000E+00
                  48                 YES   -0.3800000000E-01    0.3560000000E+00
                  49                 YES   -0.4190000000E-01    0.5864000000E+00
                  50                 YES    0.1099000000E+00    0.9370000000E-01
                  51                  NO   -0.5620000000E-01    0.1740000000E-01
                  52                 YES   -0.2310000000E-01    0.1872000000E+00
                  53                 YES   -0.1056000000E+00    0.8031000000E+00
                  54                 YES   -0.1492000000E+00    0.7829000000E+00
                  55                 YES    0.7640000000E-01    0.5717000000E+00
                  56                 YES    0.2448000000E+00    0.3458000000E+00
                  57                 YES   -0.5540000000E-01    0.4087000000E+00
                  58                 YES    0.2880000000E-01    0.1745000000E+00
                  59                 YES   -0.1700000000E-02    0.1932000000E+00
                  60                 YES   -0.6220000000E-01    0.3173000000E+00
                  61                 YES    0.1215000000E+00   -0.4490000000E-01
                  62                 YES   -0.6730000000E-01    0.5720000000E+00
                  63                 YES    0.2554000000E+00    0.1109000000E+00
                  64                 YES    0.1748000000E+00    0.2857000000E+00
                  65                 YES    0.1288000000E+00    0.3102000000E+00
                  66                 YES   -0.5940000000E-01    0.3667000000E+00
