     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.4338635115E+01    0.2122911000E-01
         2    0.1850000000E+02    0.1704994162E+01    0.5551900000E-01
         3    0.8872000000E+02    0.6232531305E+02   -0.7337549000E+00
         4    0.2067000000E+02    0.1933301422E+02   -0.1739970500E+00
         5    0.2078000000E+02    0.1935393211E+02   -0.1742694000E+00
         6    0.5301000000E+02    0.4910743146E+02   -0.5616586600E+00
         7    0.2817000000E+02    0.2165423170E+02   -0.2042192000E+00
         8    0.4537000000E+02    0.3222504217E+02   -0.3418506900E+00
         9    0.1845000000E+02    0.3281371082E+02   -0.3495151300E+00
        10    0.4263000000E+02    0.4098464073E+02   -0.4559002800E+00
        11    0.1790000000E+02    0.3515782545E+02   -0.3800354000E+00
        12    0.4216000000E+02    0.4103281831E+02   -0.4565275500E+00
        13    0.2796000000E+02    0.2569209933E+02   -0.2567920600E+00
        14    0.3187000000E+02    0.3519114354E+02   -0.3804692000E+00
        15    0.2551000000E+02    0.3194427472E+02   -0.3381951100E+00
        16    0.1790000000E+02    0.3528962390E+02   -0.3817514100E+00
        17    0.3007000000E+02    0.3280550419E+02   -0.3494082800E+00
        18    0.2681000000E+02    0.2515877803E+02   -0.2498482400E+00
        19    0.2622000000E+02    0.3492601515E+02   -0.3770172400E+00
        20    0.3682000000E+02    0.6473068825E+02   -0.7650727800E+00
        21    0.6900000000E+02    0.6568712465E+02   -0.7775255400E+00
        22    0.7520000000E+02    0.6763972568E+02   -0.8029483200E+00
        23    0.8285000000E+02    0.8523976023E+02   -0.1032100000E+01
        24    0.6942000000E+02    0.7270048615E+02   -0.8688392000E+00
        25    0.7737000000E+02    0.7625018779E+02   -0.9150561600E+00
        26    0.6383000000E+02    0.5895026407E+02   -0.6898119100E+00
        27    0.4307000000E+02    0.5907929599E+02   -0.6914919000E+00
        28    0.6276000000E+02    0.5950013535E+02   -0.6969712100E+00
        29    0.5060000000E+01    0.2603239925E+02   -0.2612227500E+00
        30    0.2680000000E+02    0.3636890325E+02   -0.3958035800E+00
        31    0.9080000000E+02    0.8960732714E+02   -0.1088965530E+01
        32    0.6660000000E+02    0.6591360390E+02   -0.7804742900E+00
        33    0.5100000000E+02    0.3842303228E+02   -0.4225482500E+00
        34    0.7420000000E+02    0.4796754284E+02   -0.5468173600E+00
        35    0.6029000000E+02    0.5502699052E+02   -0.6387310600E+00
        36    0.4460000000E+02    0.3541350450E+02   -0.3833643300E+00
