     Index              y_true              y_pred        descriptor_1
         1    0.2600000000E+01    0.2363285015E+01    0.7025000000E+00
         2    0.4090000000E+02    0.3139725233E+02   -0.2694815800E+00
         3    0.1560000000E+01   -0.3680166172E+01    0.9048190000E+00
         4    0.4660000000E+01    0.6578436814E+01    0.5613877000E+00
         5    0.1316000000E+02    0.1004651644E+02    0.4452854300E+00
         6    0.2280000000E+01    0.7882278423E+01    0.5177384800E+00
         7    0.3140000000E+01    0.3626536846E+01    0.6602096200E+00
         8    0.6070000000E+01    0.1176346935E+02    0.3878063200E+00
         9    0.4360000000E+01    0.1211240630E+02    0.3761248200E+00
        10    0.1337000000E+02    0.2120922921E+02    0.7158689000E-01
        11    0.2141000000E+02    0.1871947004E+02    0.1549375400E+00
        12    0.1012000000E+02    0.6482468773E+01    0.5646004600E+00
        13    0.4660000000E+01    0.4267686501E+01    0.6387456000E+00
        14    0.7530000000E+01    0.8733370342E+01    0.4892461400E+00
        15    0.6140000000E+01    0.1525643366E+01    0.7305420600E+00
        16    0.5980000000E+01    0.3803176637E+01    0.6542961800E+00
        17    0.6970000000E+01    0.5027084606E+01    0.6133229300E+00
        18    0.4390000000E+01    0.6306820994E+01    0.5704806900E+00
        19    0.3600000000E+01    0.7084555950E+01    0.5444441500E+00
        20    0.4060000000E+01    0.3792387566E+01    0.6546573700E+00
        21    0.4810000000E+01    0.8553461479E+01    0.4952690200E+00
        22    0.2305000000E+02    0.2164324477E+02    0.5705718000E-01
        23    0.2977000000E+02    0.3151771392E+02   -0.2735143200E+00
        24    0.3366000000E+02    0.2861199556E+02   -0.1762384400E+00
        25    0.2492000000E+02    0.2688665012E+02   -0.1184783700E+00
        26    0.2638000000E+02    0.2802294016E+02   -0.1565184000E+00
        27    0.2218000000E+02    0.2378994886E+02   -0.1480888000E-01
        28    0.1799000000E+02    0.1499863150E+02    0.2795015200E+00
        29    0.1262000000E+02    0.1796250851E+02    0.1802786400E+00
        30    0.2455000000E+02    0.1818447381E+02    0.1728478200E+00
        31    0.1040000000E+01    0.2966549538E+00    0.7716853900E+00
        32    0.7980000000E+01    0.1095343618E+02    0.4149241200E+00
        33    0.3850000000E+02    0.3751800822E+02   -0.4743885400E+00
        34    0.2347000000E+02    0.2595873173E+02   -0.8741408000E-01
        35    0.1576000000E+02    0.1030746805E+02    0.4365494500E+00
        36    0.1546000000E+02    0.1485222286E+02    0.2844029000E+00
