     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.1353414829E+02    0.0000000000E+00
         2    0.1850000000E+02    0.1353414829E+02    0.0000000000E+00
         3    0.8872000000E+02    0.6036653937E+02    0.7065927000E+00
         4    0.2078000000E+02    0.2700633196E+02    0.2032641600E+00
         5    0.5301000000E+02    0.4082044864E+02    0.4116873000E+00
         6    0.2548000000E+02    0.1115334680E+02   -0.3592080000E-01
         7    0.6524000000E+02    0.4893979112E+02    0.5341894400E+00
         8    0.1845000000E+02    0.2964009062E+02    0.2430015000E+00
         9    0.4263000000E+02    0.4658143176E+02    0.4986072400E+00
        10    0.3615000000E+02    0.3932998344E+02    0.3891996200E+00
        11    0.1790000000E+02    0.3650843197E+02    0.3466289200E+00
        12    0.2796000000E+02    0.3102792249E+02    0.2639406800E+00
        13    0.3187000000E+02    0.2892387638E+02    0.2321954800E+00
        14    0.3120000000E+02    0.2911865037E+02    0.2351341700E+00
        15    0.2551000000E+02    0.2271812410E+02    0.1385650000E+00
        16    0.1790000000E+02    0.2006373273E+02    0.9851636000E-01
        17    0.2681000000E+02    0.3021550798E+02    0.2516832200E+00
        18    0.2622000000E+02    0.3905009836E+02    0.3849768000E+00
        19    0.3682000000E+02    0.6237011617E+02    0.7368220500E+00
        20    0.5646000000E+02    0.6688495179E+02    0.8049405000E+00
        21    0.6900000000E+02    0.7156315036E+02    0.8755237200E+00
        22    0.7520000000E+02    0.6797251772E+02    0.8213493600E+00
        23    0.6942000000E+02    0.7863012514E+02    0.9821480600E+00
        24    0.7737000000E+02    0.8027695023E+02    0.1006994850E+01
        25    0.5774000000E+02    0.6476038564E+02    0.7728857000E+00
        26    0.4307000000E+02    0.6059598599E+02    0.7100545200E+00
        27    0.2720000000E+02    0.1655924447E+02    0.4564172000E-01
        28    0.5060000000E+01    0.2540371972E+02    0.1790844400E+00
        29    0.5015000000E+02    0.4202203930E+02    0.4298165300E+00
        30    0.2680000000E+02    0.2188591068E+02    0.1260088200E+00
        31    0.9080000000E+02    0.6395502589E+02    0.7607346800E+00
        32    0.6660000000E+02    0.5592717387E+02    0.6396129200E+00
        33    0.5100000000E+02    0.4470645846E+02    0.4703182200E+00
        34    0.7420000000E+02    0.5990404451E+02    0.6996147200E+00
        35    0.6029000000E+02    0.6366362745E+02    0.7563381500E+00
        36    0.4460000000E+02    0.4369596793E+02    0.4550722500E+00
