     Index              y_true              y_pred        descriptor_1
         1    0.3200000000E+01    0.4115949894E+01   -0.9783000000E+00
         2    0.1850000000E+02    0.1860597539E+02   -0.6410000000E+00
         3    0.2045000000E+02    0.1041227537E+02   -0.8317336200E+00
         4    0.2067000000E+02    0.2405328245E+02   -0.5141971400E+00
         5    0.2078000000E+02    0.3129321359E+02   -0.3456654300E+00
         6    0.5301000000E+02    0.4682532108E+02    0.1589224000E-01
         7    0.2548000000E+02    0.2783530884E+02   -0.4261588200E+00
         8    0.6524000000E+02    0.5155065200E+02    0.1258888800E+00
         9    0.1845000000E+02    0.3768081162E+02   -0.1969744000E+00
        10    0.4263000000E+02    0.5145965824E+02    0.1237707200E+00
        11    0.5090000000E+02    0.4280528969E+02   -0.7768638000E-01
        12    0.1790000000E+02    0.2968274542E+02   -0.3831540400E+00
        13    0.4216000000E+02    0.3398856798E+02   -0.2829227500E+00
        14    0.1464000000E+02    0.3517714615E+02   -0.2552549300E+00
        15    0.3187000000E+02    0.2846917636E+02   -0.4114036000E+00
        16    0.3120000000E+02    0.2842538839E+02   -0.4124229000E+00
        17    0.1790000000E+02    0.2229911687E+02   -0.5550307500E+00
        18    0.3007000000E+02    0.2720802434E+02   -0.4407608000E+00
        19    0.2681000000E+02    0.2896302547E+02   -0.3999077400E+00
        20    0.2622000000E+02    0.3281557829E+02   -0.3102277000E+00
        21    0.3682000000E+02    0.5985635351E+02    0.3192296800E+00
        22    0.6900000000E+02    0.7703301359E+02    0.7190693800E+00
        23    0.7520000000E+02    0.7339811187E+02    0.6344558400E+00
        24    0.8285000000E+02    0.8817824975E+02    0.9785091000E+00
        25    0.6942000000E+02    0.5184978876E+02    0.1328522100E+00
        26    0.6383000000E+02    0.5443524018E+02    0.1930365600E+00
        27    0.5774000000E+02    0.4184811331E+02   -0.9996761000E-01
        28    0.4307000000E+02    0.5591483331E+02    0.2274786500E+00
        29    0.6276000000E+02    0.4639032820E+02    0.5766440000E-02
        30    0.5060000000E+01    0.3316886599E+02   -0.3020038400E+00
        31    0.5015000000E+02    0.3000966927E+02   -0.3755438800E+00
        32    0.2680000000E+02    0.2787473005E+02   -0.4252411700E+00
        33    0.9080000000E+02    0.8330738193E+02    0.8651246400E+00
        34    0.5100000000E+02    0.4416364387E+02   -0.4606650000E-01
        35    0.6029000000E+02    0.5257938194E+02    0.1498357400E+00
        36    0.4460000000E+02    0.3379578706E+02   -0.2874103200E+00
